TIMESTAMP,NEE_VUT_REF,NEE_VUT_REF_QC,GPP_NT_VUT_REF
20020228,0.551359,1,0.0205267
20020301,0.676826,1,-0.188315
20020302,0.354168,1,0.234009
20020303,0.489689,1,-0.141969
20020304,0.48607,1,-0.148123
20020305,0.506413,1,-0.0861173
20020306,0.822142,1,-0.333235
20020307,0.695618,0.958333,-0.244659
20020308,0.553854,0.958333,0.0100561
20020309,0.665619,1,-0.112332
20020310,0.544277,0.833333,-0.161019
20020311,0.56416,1,-0.110042
20020312,0.5444,1,0.0283103
20020313,0.858754,1,-0.163691
20020314,0.571607,1,-0.0476901
20020315,0.49153,1,0.0137539
20020316,0.480201,0.958333,-0.0135712
20020317,0.439436,1,0.114287
20020318,0.632507,1,-0.0321856
20020319,0.526926,1,0.0824606
20020320,0.818271,1,-0.277798
20020321,0.700568,1,-0.366064
20020322,0.583361,1,-0.219878
20020323,0.404424,1,0.0130128
20020324,0.722911,1,-0.452604
20020325,0.564196,1,-0.240866
20020326,0.507733,1,-0.0116881
20020327,0.870966,0.958333,-0.230272
20020328,0.639503,1,0.120101
20020329,0.897231,1,-0.00805659
20020330,0.822544,0.958333,0.0517521
20020331,0.65334,1,0.168405
20020401,0.760221,1,-0.0889898
20020402,0.702824,1,-0.0535778
20020403,0.736545,1,-0.0981467
20020404,0.808407,1,-0.230157
20020405,0.680508,1,-0.102282
20020406,0.815281,1,-0.223697
20020407,0.731127,1,-0.0428214
20020408,0.710246,1,0.0261318
20020409,0.974195,1,-0.244014
20020410,0.584933,0.958333,0.197734
20020411,0.767121,1,0.516487
20020412,1.56002,1,-0.211197
20020413,1.61128,0.958333,-0.277073
20020414,1.61467,0.958333,0.118808
20020415,2.04224,1,0.312208
20020416,3.39277,1,-0.58981
20020417,2.33704,1,0.335227
20020418,2.11212,0.916667,0.233788
20020419,1.9338,1,-0.0425165
20020420,1.09464,1,0.526867
20020421,0.700173,1,0.78804
20020422,0.901515,1,0.675134
20020423,1.15751,0.833333,0.629986
20020424,0.800354,1,1.4434
20020425,1.16028,1,0.341755
20020426,0.938922,1,0.60793
20020427,0.542945,1,0.977442
20020428,0.908347,1,0.512472
20020429,0.659129,1,0.839682
20020430,0.834981,1,0.761747
20020501,0.828452,1,0.838543
20020502,0.9035,1,0.56967
20020503,0.472531,1,1.11795
20020504,1.37015,1,0.730916
20020505,0.82978,0.958333,1.19345
20020506,0.748528,1,1.1112
20020507,1.23831,1,0.638979
20020508,0.510691,1,1.40333
20020509,1.19144,1,0.741105
20020510,1.04023,1,0.845002
20020511,0.592671,1,1.5374
20020512,1.31396,1,0.617676
20020513,1.25384,1,0.970465
20020514,1.08392,1,1.1026
20020515,0.992134,1,1.46027
20020516,1.49421,1,0.713778
20020517,0.899675,1,1.09337
20020518,0.911214,0.958333,1.06787
20020519,0.965776,1,1.04115
20020520,0.784975,1,1.51942
20020521,0.664398,1,2.0644
20020522,1.36815,1,2.04441
20020523,1.89803,1,2.07164
20020524,0.863306,1,2.03139
20020525,0.617151,1,2.30362
20020526,1.60114,1,2.30794
20020527,1.37154,1,3.49204
20020528,1.90735,0.875,3.78368
20020529,2.34928,0.916667,2.73227
20020530,3.02233,0.791667,2.46465
20020531,0.891207,0.833333,4.88705
20020601,1.75316,0.958333,3.99394
20020602,-0.852678,1,5.52728
20020603,0.101804,0.916667,4.1078
20020604,1.45035,1,2.94138
20020605,-0.335587,0.958333,5.05582
20020606,-1.34346,0.916667,6.81145
20020607,-1.18316,0.916667,6.83826
20020608,0.198129,0.916667,5.6704
20020609,-1.65472,0.958333,7.86055
20020610,-1.5291,0.958333,8.4383
20020611,-1.30823,0.666667,8.12801
20020612,-0.306362,1,6.12419
20020613,-3.82482,1,10.0817
20020614,2.5752,1,3.35942
20020615,3.1683,1,3.10845
20020616,-3.73886,0.916667,9.73445
20020617,-5.22092,0.666667,11.1751
20020618,-4.97035,0.916667,11.3091
20020619,-2.96968,1,10.1598
20020620,-2.79715,0.875,9.72789
20020621,-1.90008,0.791667,8.2953
20020622,-3.72487,0.541667,10.0892
20020623,-4.86259,1,11.7395
20020624,1.19179,1,5.45231
20020625,-3.57842,1,10.9053
20020626,-3.58659,0.916667,10.5442
20020627,-3.63566,0.958333,10.7045
20020628,-5.41603,0.875,12.4841
20020629,-5.53927,0.958333,13.099
20020630,-4.81806,1,12.8815
20020701,-4.14876,1,12.4853
20020702,-5.57588,1,13.7796
20020703,-5.64834,0.958333,13.2541
20020704,-5.10549,0.916667,11.7212
20020705,-5.69179,1,11.5537
20020706,-5.09998,0.875,11.0983
20020707,-4.39916,0.666667,10.5782
20020708,0.896844,0.833333,4.27751
20020709,-3.67544,1,9.13869
20020710,-5.42383,0.875,10.541
20020711,-4.99457,0.791667,10.0065
20020712,-6.17443,0.791667,11.8317
20020713,-5.05794,0.875,11.7333
20020714,-4.54374,0.958333,11.8931
20020715,-5.31302,1,13.835
20020716,-4.52621,0.958333,13.3013
20020717,-3.5887,0.875,11.9865
20020718,-4.66118,1,11.8148
20020719,-5.49867,0.791667,12.6746
20020720,-4.05505,0.791667,11.7198
20020721,-2.87588,1,10.4596
20020722,-1.22424,1,8.25638
20020723,-4.33061,0.916667,10.3265
20020724,-5.58841,0.875,11.8973
20020725,-1.70862,0.916667,7.84585
20020726,-3.77926,1,10.203
20020727,-4.69527,1,11.2896
20020728,-5.26707,1,11.5232
20020729,-1.23758,1,7.25902
20020730,-3.63655,0.75,9.72729
20020731,-3.4371,0.958333,9.17119
20020801,3.5028,0.958333,2.10703
20020802,-4.15908,0.833333,9.8958
20020803,-3.27012,0.791667,9.5532
20020804,-0.94863,0.875,7.66058
20020805,-4.37249,0.875,10.6354
20020806,-4.79568,1,10.674
20020807,-4.41333,0.833333,10.5607
20020808,-3.95395,0.791667,10.3668
20020809,-4.40213,0.916667,10.7011
20020810,-3.77067,0.958333,10.2184
20020811,-2.83651,1,9.55944
20020812,-2.39042,0.958333,8.55195
20020813,-3.25377,0.958333,8.89617
20020814,-3.07982,0.958333,8.6046
20020815,-2.4904,1,8.04562
20020816,-4.61878,1,10.3375
20020817,-0.120929,0.958333,5.72431
20020818,-5.97943,1,11.1801
20020819,-2.19713,0.75,7.29887
20020820,-5.90049,0.791667,11.0988
20020821,1.0664,1,3.74488
20020822,-3.09027,0.958333,8.14206
20020823,-2.93344,1,7.46645
20020824,-5.60625,1,10.2799
20020825,-4.47791,0.958333,9.10184
20020826,-4.80699,0.958333,8.91063
20020827,-5.16963,0.958333,8.40584
20020828,-4.17521,0.916667,8.51741
20020829,-4.82829,0.958333,9.16103
20020830,-3.96461,1,8.92474
20020831,-4.81825,1,10.2038
20020901,-4.348,0.958333,10.4481
20020902,-4.02968,0.958333,10.7518
20020903,-3.29623,1,9.52875
20020904,-4.16057,0.833333,9.61281
20020905,-3.75325,0.625,9.04398
20020906,-4.17615,0.916667,10.1813
20020907,-3.71879,0.958333,9.66524
20020908,-2.84551,0.958333,8.38623
20020909,-3.92415,0.958333,9.275
20020910,-1.61598,0.875,6.14431
20020911,-3.0424,1,6.78489
20020912,-3.44465,1,7.63321
20020913,-4.4572,0.958333,9.13105
20020914,0.0347016,1,4.59685
20020915,-3.39553,0.958333,7.70063
20020916,-4.25482,0.958333,8.91017
20020917,-2.94632,1,8.85302
20020918,-1.13838,0.916667,6.59557
20020919,-0.936572,1,6.51617
20020920,0.509424,1,5.02017
20020921,-2.72837,1,7.42814
20020922,-0.664412,1,4.63081
20020923,-2.92478,0.958333,6.55045
20020924,-2.81423,1,6.34592
20020925,-1.37243,0.958333,5.12879
20020926,-2.28136,1,6.10073
20020927,-0.739964,1,4.6468
20020928,-2.68304,1,6.74741
20020929,-0.44472,0.958333,4.93815
20020930,-1.89582,0.958333,7.48962
20021001,-1.09287,0.958333,6.4984
20021002,-0.754319,1,4.98556
20021003,-1.40914,1,5.2481
20021004,1.64472,0.916667,2.37449
20021005,-1.9833,1,5.32548
20021006,1.22793,1,2.08013
20021007,-0.37871,1,3.21445
20021008,1.21002,1,1.70759
20021009,-1.18592,1,4.42099
20021010,-0.169721,1,3.19388
20021011,-0.902514,0.875,4.72332
20021012,0.414445,1,2.98548
20021013,0.832357,1,1.77546
20021014,0.0664241,0.958333,2.69844
20021015,0.826112,1,1.88766
20021016,0.521603,1,1.79426
20021017,1.42258,1,0.81297
20021018,1.42164,1,0.852195
20021019,1.34374,1,1.211
20021020,1.35074,1,0.908919
20021021,1.27822,1,0.848642
20021022,0.949502,1,1.18847
20021023,1.23153,1,0.78309
20021024,1.57696,1,0.604932
20021025,0.81823,1,1.35907
20021026,0.974933,1,1.27047
20021027,1.49292,1,0.689777
20021028,1.11489,0.916667,0.900483
20021029,1.08826,1,0.787208
20021030,1.23313,1,0.727694
20021031,1.25536,1,0.514644
20021101,1.31023,1,0.233622
20021102,1.32963,1,0.247606
20021103,1.04468,1,0.449785
20021104,1.08062,1,0.408568
20021105,1.32324,1,0.0197411
20021106,1.23885,1,0.123876
20021107,1.24513,1,0.0644664
20021108,1.4519,1,0.659183
20021109,1.18135,0.958333,0.754866
20021110,1.80392,0.958333,-0.0661639
20021111,1.64699,1,-0.180218
20021112,1.23357,1,0.26496
20021113,1.31906,1,0.124725
20021114,1.30504,1,-0.058588
20021115,1.1589,1,-0.368418
20021116,0.993664,1,-0.142096
20021117,1.0736,1,-0.174809
20021118,0.920174,1,0.115615
20021119,1.07485,1,0.108517
20021120,0.902461,1,0.280098
20021121,0.860447,1,0.212371
20021122,0.851832,1,0.0794289
20021123,0.898883,1,0.123598
20021124,0.769717,1,0.191585
20021125,0.982598,1,-0.106372
20021126,0.90717,1,-0.202932
20021127,0.75928,1,-0.108355
20021128,0.672333,1,0.120875
20021129,0.843274,1,0.170217
20021130,0.780419,1,-0.165412
20021201,0.607214,1,-0.0794556
20021202,0.73638,1,-0.371215
20021203,0.618799,1,-0.156245
20021204,0.705737,1,-0.14374
20021205,0.650702,1,-0.0986511
20021206,0.446608,1,0.132254
20021207,0.82029,1,-0.10187
20021208,0.855402,1,-0.403364
20021209,0.224344,1,0.304281
20021210,0.779616,0.916667,-0.0289044
20021211,0.788866,0.958333,0.0555621
20021212,0.805026,1,0.0122961
20021213,0.748776,1,0.0194551
20021214,0.867317,1,-0.0903118
20021215,0.802866,1,-0.133949
20021216,0.465982,0.916667,-0.0699798
20021217,0.652084,1,-0.042836
20021218,0.6038,1,0.195194
20021219,0.932398,1,0.0422995
20021220,0.735619,1,-0.00362071
20021221,0.733081,1,-0.0487531
20021222,0.54573,1,0.0902704
20021223,0.701785,1,-0.129553
20021224,0.655219,1,-0.0374133
20021225,0.733981,1,-0.0734678
20021226,0.729727,1,-0.00403545
20021227,0.676915,1,0.0706154
20021228,0.757474,1,0.0226948
20021229,0.548471,1,0.180119
20021230,0.426958,0.916667,0.360079
20021231,0.92157,1,-0.308699
20030101,0.549131,1,-0.316261
20030102,0.361506,1,-0.083941
20030103,0.470997,1,-0.18905
20030104,0.463422,1,-0.170061
20030105,0.501146,1,-0.173599
20030106,0.242732,1,0.0332151
20030107,0.247961,1,0.281852
20030108,0.650519,1,0.0849758
20030109,0.692971,1,-0.146007
20030110,0.307554,1,0.0462793
20030111,0.425057,1,0.0295136
20030112,0.213115,1,0.283831
20030113,0.211826,1,0.122021
20030114,0.649349,1,-0.282029
20030115,0.31149,1,0.0231349
20030116,0.679925,1,-0.309501
20030117,0.519628,0.875,-0.276116
20030118,0.0735163,1,0.371564
20030119,0.162407,1,0.261136
20030120,0.553956,1,-0.212969
20030121,0.288485,1,-0.005489
20030122,0.43191,1,-0.23742
20030123,0.444291,1,-0.0386742
20030124,0.330229,1,0.196083
20030125,0.275463,1,0.167502
20030126,0.221374,1,-0.0671864
20030127,0.26319,1,-0.11444
20030128,0.32559,1,-0.117403
20030129,0.404477,1,-0.234917
20030130,-0.000687133,1,0.269201
20030131,0.213383,1,0.124209
20030201,0.315725,1,0.117518
20030202,0.447013,1,0.0163861
20030203,0.331529,1,0.119432
20030204,0.360176,1,-0.035835
20030205,0.383938,1,-0.121257
20030206,0.651465,1,-0.367989
20030207,0.259254,0.958333,-0.00824507
20030208,0.497606,1,-0.0399889
20030209,0.323631,1,0.0257248
20030210,0.63794,1,-0.346903
20030211,0.276455,1,0.0283489
20030212,0.537832,1,-0.283748
20030213,0.457616,1,-0.215741
20030214,0.515774,1,-0.228771
20030215,0.486257,0.916667,-0.366475
20030216,0.356939,1,-0.200927
20030217,0.43072,0.916667,-0.200187
20030218,0.174859,1,0.1257
20030219,0.405032,1,-0.0783158
20030220,0.508073,1,0.0677315
20030221,0.463592,1,0.184658
20030222,0.672992,1,-0.116391
20030223,0.641301,1,-0.276363
20030224,0.697628,0.958333,-0.309047
20030225,0.63666,1,-0.252283
20030226,0.476795,0.916667,0.144097
20030227,0.52107,0.916667,0.389499
20030228,0.54979,0.75,0.498446
20030301,0.395861,0.416667,0.816875
20030302,0.935344,0.875,-0.614098
20030303,0.450255,1,-0.248372
20030304,0.316314,1,0.229198
20030305,0.441189,1,-0.0942489
20030306,0.46416,0.916667,-0.084045
20030307,0.409165,0.958333,0.332932
20030308,0.543624,1,-0.0797127
20030309,0.274587,1,-0.149305
20030310,0.431554,1,-0.104287
20030311,0.230909,1,0.286436
20030312,0.703666,1,-0.409307
20030313,0.521023,0.958333,-0.273932
20030314,0.526389,1,-0.0504459
20030315,0.469699,0.875,0.0996879
20030316,0.818187,1,0.0333683
20030317,0.769655,0.875,-0.070739
20030318,0.496259,1,-0.0359511
20030319,0.600362,1,-0.119885
20030320,0.7401,0.958333,-0.106067
20030321,0.651789,1,0.096395
20030322,0.739697,0.958333,0.00198024
20030323,0.699138,1,0.260862
20030324,0.751487,1,0.50404
20030325,0.838877,1,0.304365
20030326,0.558623,1,0.388985
20030327,0.714236,1,0.284515
20030328,0.738579,1,0.521706
20030329,0.914016,1,-0.145173
20030330,0.63085,0.875,0.213403
20030331,0.951226,1,-0.133403
20030401,0.835272,1,0.277866
20030402,0.68227,1,0.160115
20030403,0.516228,1,0.193032
20030404,0.543575,1,-0.0162965
20030405,0.510254,1,0.0335855
20030406,0.609644,1,-0.0726995
20030407,0.372205,1,0.250001
20030408,0.425971,0.875,0.318399
20030409,0.97664,0.916667,0.0090493
20030410,1.26573,0.958333,0.162131
20030411,1.08161,1,0.344571
20030412,0.65891,1,0.426875
20030413,0.909541,0.916667,0.133178
20030414,1.28905,1,0.713857
20030415,1.97623,1,0.00171592
20030416,0.832464,1,0.112761
20030417,0.464471,1,0.502151
20030418,1.14246,1,0.299017
20030419,0.937893,1,0.760209
20030420,1.3773,1,0.929842
20030421,1.09761,1,0.839085
20030422,1.08278,1,0.397244
20030423,0.71513,1,0.789173
20030424,0.955709,0.75,0.676613
20030425,0.801218,1,0.39113
20030426,0.624586,0.958333,0.598387
20030427,1.15906,1,0.693341
20030428,1.04847,1,0.752383
20030429,0.740679,0.958333,0.825069
20030430,0.776243,0.875,0.81674
20030501,1.18168,0.916667,0.754922
20030502,0.336302,1,1.28714
20030503,0.720873,0.916667,1.23563
20030504,0.749065,0.916667,1.56027
20030505,1.48009,1,0.515887
20030506,1.76429,1,0.350384
20030507,0.955928,0.916667,1.55774
20030508,0.937727,1,1.70611
20030509,0.694234,1,1.81227
20030510,0.798691,1,2.14025
20030511,2.85506,1,0.206481
20030512,1.58291,1,0.672288
20030513,1.08129,0.958333,1.77718
20030514,1.08824,1,2.16113
20030515,0.91642,1,2.51684
20030516,1.6621,1,1.44265
20030517,1.08184,1,2.19381
20030518,1.32146,0.958333,2.41218
20030519,1.29819,1,2.80031
20030520,1.29096,0.875,1.67922
20030521,0.287354,0.75,2.48603
20030522,0.119507,0.916667,3.0072
20030523,0.176102,0.708333,3.3994
20030524,1.5047,1,2.12419
20030525,0.411774,0.791667,3.83295
20030526,-1.14646,0.708333,5.63036
20030527,-0.298686,0.958333,6.12553
20030528,-1.16608,0.791667,7.48693
20030529,-2.44471,1,8.28297
20030530,1.11126,0.791667,4.13688
20030531,-0.741126,1,5.27195
20030601,-2.77202,0.5,7.72961
20030602,-2.21445,0.833333,8.08339
20030603,-1.31922,0.958333,7.36375
20030604,-1.45869,0.875,7.36002
20030605,-2.0748,0.625,8.2061
20030606,-2.11341,0.541667,8.69629
20030607,1.12724,0.875,4.33294
20030608,-0.585865,1,5.67189
20030609,-3.83262,0.958333,9.36808
20030610,2.05752,0.958333,3.08492
20030611,-3.67334,1,9.70966
20030612,-3.08405,1,9.14366
20030613,-3.30597,0.958333,9.12925
20030614,-4.11645,1,10.4173
20030615,-4.04095,0.916667,10.4575
20030616,-3.56968,0.916667,10.1741
20030617,-4.1699,0.833333,10.8789
20030618,-4.63428,0.916667,11.4624
20030619,-5.16816,1,10.7185
20030620,-6.3439,0.916667,12.1145
20030621,-5.52112,0.958333,11.8163
20030622,-5.63935,1,12.0357
20030623,-4.90321,0.875,11.8128
20030624,-4.71739,0.833333,11.5047
20030625,-4.7053,0.791667,11.7654
20030626,-3.94815,0.916667,9.53874
20030627,-7.71162,1,12.5135
20030628,-3.43385,0.833333,8.0196
20030629,-3.6201,1,8.70648
20030630,-7.04171,0.875,12.8805
20030701,-5.24225,0.916667,11.8505
20030702,-4.62868,1,11.6011
20030703,-2.34988,1,9.4568
20030704,-4.42247,0.916667,11.859
20030705,-3.19789,0.791667,10.3321
20030706,-4.76597,0.958333,12.4901
20030707,-5.49326,0.916667,13.2782
20030708,-7.06578,0.875,14.1373
20030709,-6.32909,0.833333,13.0569
20030710,2.66229,0.958333,3.55722
20030711,3.17996,1,2.51847
20030712,-6.53633,1,12.9975
20030713,-5.9616,1,13.1945
20030714,-5.07595,1,12.1705
20030715,-1.94786,1,8.08675
20030716,-5.43547,1,11.1469
20030717,-5.36539,1,11.3396
20030718,-5.96572,1,11.4173
20030719,-5.44311,1,11.2319
20030720,-2.77297,0.958333,8.44167
20030721,-4.03807,1,9.38817
20030722,-5.91114,1,11.1049
20030723,-4.56466,0.916667,10.029
20030724,-5.78751,0.916667,11.211
20030725,-4.87376,1,10.4368
20030726,-0.085137,0.666667,5.61073
20030727,-6.23216,0.916667,11.4637
20030728,-6.23388,0.5,11.2747
20030729,-6.42319,0.958333,11.7336
20030730,-4.92981,0.958333,10.4945
20030731,-3.64465,0.916667,9.24986
20030801,-3.59119,0.916667,8.97182
20030802,-2.07894,0.875,8.14489
20030803,1.06647,1,3.72007
20030804,-2.33453,1,8.04762
20030805,-3.13543,1,8.68574
20030806,-3.92992,1,9.81575
20030807,-2.77039,1,9.13303
20030808,-3.48038,1,10.385
20030809,-4.68687,1,11.3867
20030810,-5.81234,1,13.43
20030811,-1.40151,1,7.95027
20030812,-4.09757,1,10.6817
20030813,-3.79232,0.791667,10.9039
20030814,-4.20706,1,11.6348
20030815,-5.59524,0.958333,12.8189
20030816,-4.2337,0.916667,10.8025
20030817,-4.57465,0.958333,10.1944
20030818,-4.99582,0.75,10.6776
20030819,-5.43176,0.875,11.7641
20030820,-5.07707,0.958333,11.9704
20030821,-2.10705,1,8.66439
20030822,-3.90672,0.791667,9.3601
20030823,-3.94078,0.875,9.07436
20030824,-2.04817,0.958333,7.30066
20030825,-3.74043,0.875,9.50863
20030826,-4.92152,1,10.1733
20030827,-4.51941,1,8.88899
20030828,-3.36094,1,7.92482
20030829,-2.72262,1,7.08684
20030830,-4.7478,1,8.75868
20030831,-4.19005,1,8.61595
20030901,-3.97885,0.958333,8.76242
20030902,-3.04503,0.916667,7.80359
20030903,-2.45216,1,7.11747
20030904,-3.50125,1,7.79341
20030905,-4.36536,1,8.81947
20030906,-3.76175,1,8.76861
20030907,-2.80226,1,6.99829
20030908,-4.15383,1,8.61557
20030909,-4.11008,0.958333,8.4115
20030910,-3.25131,0.916667,7.37483
20030911,-2.53396,0.916667,7.0447
20030912,-1.72262,1,6.17725
20030913,-0.889217,1,5.5844
20030914,-0.31332,0.833333,4.6492
20030915,-0.814701,0.875,4.52498
20030916,-4.06988,0.75,8.07469
20030917,-2.25444,0.916667,6.85351
20030918,-1.87087,1,6.54327
20030919,-0.736412,1,4.8861
20030920,-3.21664,1,6.82494
20030921,-2.85172,1,6.90957
20030922,2.73895,1,1.22298
20030923,-0.626425,1,4.49091
20030924,-0.468043,1,4.41671
20030925,-2.13692,1,5.59917
20030926,0.377135,1,3.15715
20030927,-0.25881,1,3.95096
20030928,-0.902703,1,4.24895
20030929,-1.7174,1,4.80232
20030930,-1.50628,1,4.44719
20031001,-0.201578,1,2.63253
20031002,-1.21506,1,3.79011
20031003,0.778913,1,1.8801
20031004,-0.544007,1,3.12691
20031005,-0.962174,1,3.53062
20031006,-0.660902,0.958333,3.51368
20031007,0.156367,0.958333,3.68436
20031008,0.939963,0.916667,3.61913
20031009,2.47098,0.833333,2.36479
20031010,2.22794,0.958333,2.17932
20031011,1.58282,0.916667,2.9528
20031012,2.22881,0.958333,1.51048
20031013,2.00734,1,2.00789
20031014,2.97652,1,0.271075
20031015,2.07325,1,0.663821
20031016,1.51033,1,1.03024
20031017,1.50493,1,0.901681
20031018,1.89993,1,0.656392
20031019,1.39314,0.958333,1.05425
20031020,1.91101,0.916667,1.26553
20031021,2.53787,1,-0.0144295
20031022,1.3332,1,0.65313
20031023,1.71775,1,0.112486
20031024,1.35889,0.958333,0.578288
20031025,1.90849,1,0.487374
20031026,1.83646,1,0.00428533
20031027,1.46273,1,0.113093
20031028,1.52084,1,0.102899
20031029,1.55243,1,0.20143
20031030,1.50697,1,0.568224
20031031,2.06068,1,0.152151
20031101,1.53031,1,0.306995
20031102,1.43043,0.958333,0.458999
20031103,1.32685,1,0.292082
20031104,1.47,1,0.22263
20031105,1.40446,1,0.320901
20031106,0.943348,1,0.429604
20031107,0.923817,1,0.098419
20031108,1.03884,1,-0.194324
20031109,0.910914,1,0.153718
20031110,1.10796,1,0.221083
20031111,1.30313,1,0.184953
20031112,1.30934,1,0.234754
20031113,1.01745,0.791667,0.203126
20031114,1.03962,1,0.336109
20031115,1.10815,1,0.327405
20031116,1.33176,1,0.177528
20031117,1.52747,1,0.187058
20031118,1.62585,1,0.217633
20031119,1.66717,1,-0.11947
20031120,0.960129,0.958333,0.761264
20031121,1.00112,1,0.254934
20031122,0.904563,1,0.258467
20031123,1.54668,1,-0.059474
20031124,1.20195,1,-0.256909
20031125,0.738315,1,0.199664
20031126,1.13393,1,-0.0372506
20031127,0.757886,1,0.326257
20031128,0.95809,1,0.0970458
20031129,0.726437,1,0.229184
20031130,0.870709,1,0.178164
20031201,0.439157,1,0.390234
20031202,0.753944,1,-0.0533427
20031203,0.732554,1,0.0399418
20031204,0.714458,1,-0.00347188
20031205,0.666879,1,0.1452
20031206,0.733826,1,-0.198724
20031207,0.503448,1,0.0072751
20031208,0.640587,0.875,0.0968657
20031209,0.642048,1,0.221777
20031210,0.718648,1,0.203096
20031211,0.780964,1,-0.225746
20031212,0.511551,1,-0.078578
20031213,0.713467,1,-0.169891
20031214,0.625384,1,-0.0959316
20031215,0.514748,1,0.193161
20031216,0.550666,1,0.240993
20031217,0.755334,1,-0.133502
20031218,0.480507,1,0.0713273
20031219,0.559545,1,-0.0366826
20031220,0.652969,1,-0.109815
20031221,0.516358,1,0.287482
20031222,0.765607,1,0.103144
20031223,0.812093,1,-0.172853
20031224,0.536207,1,-0.0865167
20031225,0.484715,1,-0.0289615
20031226,0.55909,0.958333,0.0164656
20031227,0.763916,0.958333,-0.114222
20031228,0.601123,1,0.12397
20031229,0.622089,1,-0.0147596
20031230,0.579345,1,-0.0117614
20031231,0.509766,1,0.126115
20040101,0.62476,1,0.382955
20040102,0.621402,1,0.598827
20040103,1.21865,1,-0.0219562
20040104,0.72357,1,-0.0853022
20040105,0.706742,1,-0.177266
20040106,0.869929,0.958333,-0.617441
20040107,0.538792,0.958333,-0.175381
20040108,0.910995,0.916667,-0.567434
20040109,0.908724,0.916667,-0.74607
20040110,0.666585,1,-0.468813
20040111,0.419459,0.708333,0.182497
20040112,0.600182,0.833333,0.0337932
20040113,0.742689,1,-0.395408
20040114,0.757726,1,-0.547665
20040115,0.95302,1,-0.850824
20040116,0.761067,0.916667,-0.486296
20040117,0.646465,0.958333,0.513766
20040118,0.969453,1,0.213649
20040119,0.695983,1,0.0577115
20040120,0.785018,0.875,-0.360911
20040121,0.609057,0.875,0.296345
20040122,0.725564,0.875,-0.244531
20040123,0.746316,0.708333,-0.369824
20040124,0.717224,0.833333,-0.439594
20040125,0.789573,0.875,-0.249733
20040126,0.502725,1,0.186151
20040127,0.808761,1,-0.171687
20040128,0.631923,1,0.0210891
20040129,0.715252,0.916667,-0.226073
20040130,0.601947,1,-0.0517144
20040131,0.670488,0.958333,-0.131082
20040201,0.528547,0.958333,0.0929517
20040202,0.492149,1,0.265044
20040203,0.930114,1,-0.0748529
20040204,0.757654,1,-0.332509
20040205,0.598266,0.958333,-0.0629191
20040206,0.665623,1,0.0144976
20040207,0.841557,0.958333,-0.367102
20040208,0.86681,1,-0.0422479
20040209,1.03965,1,0.056326
20040210,0.908668,1,0.0367574
20040211,1.02696,1,-0.194814
20040212,0.751834,0.958333,0.165735
20040213,0.820381,0.916667,0.435947
20040214,1.36802,1,-0.735771
20040215,1.24993,0.791667,-0.903292
20040216,1.12306,0.958333,-0.538955
20040217,0.891192,0.958333,-0.117612
20040218,1.01757,0.916667,0.0775264
20040219,0.759426,0.916667,0.42994
20040220,0.89731,1,0.305117
20040221,0.936379,0.916667,0.0687212
20040222,0.896038,0.875,0.230446
20040223,0.894706,1,0.153354
20040224,0.88289,0.791667,0.12171
20040225,0.874521,1,-0.0106506
20040226,0.928137,0.583333,0.0926994
20040227,0.991756,0.875,0.122087
20040228,1.06161,0.916667,0.403576
20040229,1.59647,1,0.20835
20040301,1.51873,1,0.0291975
20040302,1.22654,0.916667,0.156456
20040303,1.05352,0.833333,0.192916
20040304,1.06943,0.958333,0.255323
20040305,1.24233,0.875,-0.0735655
20040306,1.04544,0.875,-0.158823
20040307,0.986808,0.833333,0.0356076
20040308,1.17375,0.916667,-0.129883
20040309,1.17227,0.958333,-0.131774
20040310,1.0681,0.916667,0.273055
20040311,1.10646,0.958333,-0.0124236
20040312,1.11898,0.958333,-0.653383
20040313,1.10903,0.875,-0.350201
20040314,1.01627,1,-0.0181656
20040315,1.37372,0.958333,-0.788881
20040316,1.06545,0.958333,-0.553196
20040317,0.940552,0.958333,-0.327807
20040318,1.20017,0.916667,-0.452145
20040319,1.14305,0.833333,-0.185082
20040320,0.955182,0.916667,0.0863231
20040321,1.24186,0.958333,-0.817458
20040322,0.946223,0.916667,-0.444335
20040323,1.06883,0.916667,-0.317368
20040324,0.725037,0.875,0.247296
20040325,1.09814,1,0.467199
20040326,1.21391,1,0.119111
20040327,0.907641,0.75,-0.0597002
20040328,1.02971,0.833333,0.0336257
20040329,1.18156,0.958333,0.202664
20040330,0.963053,0.916667,0.214322
20040331,0.966679,0.833333,-0.0053432
20040401,0.87596,0.916667,0.317339
20040402,1.10821,0.875,0.423675
20040403,1.04994,0.958333,0.36609
20040404,1.30247,0.916667,-0.249415
20040405,0.99501,1,0.257243
20040406,1.00652,0.916667,0.542532
20040407,1.5186,0.916667,0.490848
20040408,1.24486,0.958333,0.626208
20040409,1.1566,1,0.378335
20040410,1.08707,0.833333,0.097048
20040411,1.10864,0.833333,-0.193051
20040412,1.44349,0.75,-0.430748
20040413,1.04922,0.958333,0.155148
20040414,1.2063,1,0.286359
20040415,0.95498,1,0.675602
20040416,1.89937,1,0.507191
20040417,1.81056,0.958333,0.38883
20040418,1.58114,0.916667,1.04718
20040419,1.89503,0.875,0.0860561
20040420,0.709933,0.916667,0.653176
20040421,1.32494,0.75,0.407624
20040422,1.06172,0.833333,0.365308
20040423,1.05267,0.75,0.377404
